name,email,phone,company,phone_cleaned,email_valid
Veronica Evans,veronica.evans@richardson.com,001.579.290.3876x309,"Osborne, Rivera and Lee Corp",0015792903876309,True
Tracy Wong,tracy.wong@wilson.org,(648)990.1550x032,Barnes-Moss Solutions,6489901550032,True
Cindy Edwards,cindy.edwards@spencer.com,001-475-882-1319x5008,Gonzales LLC Corp,00147588213195008,True
Taylor Guerra,taylor.guerra@martin.net,(796)379-6952x07341,Scott-Smith,796379695207341,True
Alyssa Young,alyssa.young@aguilar.com,(838)748-3699x4518,Obrien-King,83874836994518,True
Steven Morales,steven.morales@wallace.com,(656)545.9144x395,"Elliott, Weber and Kaiser",6565459144395,True
Alexis Evans,alexis.evans@burch-green.info,5556463255,Haynes-Livingston,5556463255,True
Deborah Hamilton,deborah.hamilton@chapman.info,+1-260-786-9878x071,"Bond, Gonzales and Miller Solutions",+12607869878071,True
Erin Davis,erin.davis@payne.info,640565 0697,"Allen, Watson and Nelson Services",6405650697,True
Carla Hunt,carla .hunt @walker .com,484-213-4190,"Kline, Morales and Price Ltd",4842134190,False
Jennifer Garcia,jennifer.garcia@blackwell.net,294 587 0118,Jenkins-Hampton Corp,2945870118,True
Michelle Gardner,michelle.gardner@hernandez.net,721-227-3832,Anderson Ltd,7212273832,True
Michael Reed,michael.reed@alexander.net,(247)412.6224,"Richardson, Garcia and Owen Corp",2474126224,True
Zachary Mccoy,zachary.mccoy@webster.com,583.625.8126,Anderson-Garner,5836258126,True
Hunter Ward,hunter.ward@pineda.com,+1-644-353-5462x378,Burton-Parker Corp,+16443535462378,True
Natalie Jennings,natalie.jennings@bowman-finley.com,236.993.5268,Cross and Sons Ltd,2369935268,True
Tiffany Young,tiffany.young@charles-reyes.org,899-396-2355,Navarro Group Corp,8993962355,True
Carlos Patel,carlos.patel@barnett-rodriguez.com,534.555.0626x083,"King, Hicks and Owens",5345550626083,True
Christine Cole,christine.cole@watson.com,986.625.2235x98897,Evans-Holloway,986625223598897,True
Christopher Reeves,christopher.reeves@hill.com,(976)324-1400,Taylor LLC,9763241400,True
Andrew Ford,andrew.ford@goodman-mccann.net,+1 624 347 2787x799,"Swanson, Hobbs and Mitchell Group",+16243472787799,True
Jessica Lester,jessica.lester@nelson-hull.biz,797-628-5248x940,"Reyes, Reid and Roberts Solutions",7976285248940,True
Justin Rivera,justin.rivera@avila.org,(337)988-8769,Perez-Smith,3379888769,True
Jeffrey Phillips,jeffrey .phillips @avila .org,863354.3102,Romero-Flores,8633543102,False
Darrell Barrera,darrell@invalid-domain,843.903.2122,Ortega-Perry,8439032122,False
Amy Marks,amy..marks@conner.biz,3902635953,"Turner, Swanson and Haynes Systems",3902635953,True
Sarah Snyder,sarah.snyder@nguyen.com,327.420.8602x1920,Clark-Hahn LLC,32742086021920,True
Juan Palmer,juan@invalid-domain,(354)693.6776x2577,Lin PLC Group,35469367762577,False
Debra Riley,debra.riley@edwards.com,+1-874-997-1294x77768,Warren-Hamilton Ltd,+1874997129477768,True
James Massey,james.massey@mejia.com,731520 2293x1083,Garcia-Olson Inc,73152022931083,True
Jason Williams,jason.williams@anderson-patel.com,670.398.0301x86699,Barrera Inc Services,670398030186699,True
Jesse Davis,jesse..davis@ramirez.com,304 454 4144,Hernandez Ltd Services,3044544144,True
Brandon Bradley,brandon.bradley@mckay.biz,763.385.0433,Harper-Morgan,7633850433,True
Jennifer Alexander,jennifer.alexander@lopez.com,+1-463-841-5841x4263,Cortez-Snow,+146384158414263,True
Bobby Edwards,bobby.edwards@cruz.com,(427)851-2932,Foster-Patterson Systems,4278512932,True
Taylor Hodge,taylor.hodge@wilson-johnson.org,+1 759 297 3359x83777,Gray-Acevedo,+1759297335983777,True
Amanda Green,amanda.green@wilson-hill.com,975 482 4258x416,Rogers-Martinez,9754824258416,True
Alexandra Watson,alexandra.watson@haynes.com,+1 367 739 1589,Jackson-Morgan,+13677391589,True
Perry Clayton,perry.clayton@torres-lee.net,352.421.0725x4703,"Leonard, Todd and Figueroa",35242107254703,True
Sean Levy,sean.levy@hobbs.org,727925 7418,"Dunn, Villanueva and Krause",7279257418,True
Joseph Green,joseph.green@patrick.biz,(433)941.1328x201,Dean Ltd,4339411328201,True
Nicholas Taylor,nicholas.taylor@clark.com,001.229.225.1829x6056,"Ramirez, Mullins and Perez Technologies",00122922518296056,True
Chad Mcconnell,chad.mcconnell@taylor.com,001-735-355-4221x955,Martin LLC Corp,0017353554221955,True
Steven Gilmore,steven..gilmore@calderon.com,(582)327-5063x9268,"Navarro, Patel and Long Solutions",58232750639268,True
Joe Frost,joe.frost@morris-rodriguez.biz,+1.465.386.0076,"Price, Hopkins and Morse",+14653860076,True
Jamie Contreras,jamie.contreras@berger-horton.biz,+1-530-313-5691x55718,Smith PLC,+1530313569155718,True
Olivia Frazier,olivia.frazier@watson.com,614 462 1062x6724,Walker Ltd,61446210626724,True
Lisa Anderson,lisa.anderson@zuniga-lewis.com,376647 2705x07536,Ramirez Group Services,376647270507536,True
Jason Riley,jason.riley@merritt-harris.info,818-338-1994,Marquez and Sons,8183381994,True
Alexander Pittman,alexander.pittman@cochran-spencer.net,577616 8701x36178,Perry Ltd LLC,577616870136178,True
Cassandra Jones,cassandra.jones@burns-carter.com,001-866-437-8564x192,"Dunn, Kelly and Hooper",0018664378564192,True
Shelly Ramirez,shelly.ramirez@houston.biz,701.384.9556,Myers-Williams Inc,7013849556,True
James Crosby,james.crosby@wong.com,+1.783.726.4481x546,Smith LLC,+17837264481546,True
Lisa Owens,lisa.owens@thompson.com,721-692-1244x66629,"Hardin, Turner and Gibbs Services",721692124466629,True
Tina Garcia,tina.garcia@cox.com,(499)256-7974x1193,Rodriguez-Barnett,49925679741193,True
Theodore Clark,theodore.clark@garcia.com,248 841 7146x8578,Cherry-Wood,24884171468578,True
Isaiah Page,isaiah.page@long.net,923.880.4346,Bowen-Terry,9238804346,True
Caleb Mccall,caleb.mccall@thompson.net,440.366.3803x2194,"Rhodes, Rasmussen and Garrett Solutions",44036638032194,True
Mario Barron,mario.barron@medina-hoffman.com,(650)248-8062x1481,"Smith, Wood and Jones Group",65024880621481,True
Carla Hunt,carla.hunt@walker.com,484-213-4190,"Kline, Morales and Price Ltd",4842134190,True
Paul Chavez,paul.chavez@cohen-gonzalez.net,737 475 4647,"Hutchinson, Joseph and Vega",7374754647,True
Ryan Garrett,ryan.garrett@lamb-walker.com,791.837.3092x08605,White-Simmons,791837309208605,True
John Mullins,john.mullins@harvey.com,983 772 8462x67462,"Thompson, Williams and Moreno Corp",983772846267462,True
Mark Beasley,mark.beasley@sanchez.info,(660)695-5905x2000,Edwards-Bell,66069559052000,True
Courtney Taylor,courtney.taylor@collins.org,001 742 384 7980x31881,"Barnes, Conrad and Avila",001742384798031881,True
Melinda Mercado,melinda.mercado@martin-brooks.info,001-430-249-3051,Harvey-Turner,0014302493051,True
Brian Schneider,brian..schneider@mckinney.biz,370.903.2786x774,Lin PLC Technologies,3709032786774,True
Kimberly Allen,kimberly.allen@vasquez-lynch.com,997.411.1076x9640,Torres-Porter,99741110769640,True
Alan Edwards,alan.edwards@cole-bender.com,+1 990 591 8248,"Kennedy, Holden and Gonzalez",+19905918248,True
Cathy Miller,cathy.miller@wheeler.com,001.336.993.6565x152,"Johnson, Nunez and Allen",0013369936565152,True
Julie Carpenter,julie.carpenter@ortiz.info,2766284475,Ingram-Wright,2766284475,True
Kathleen Jones,kathleen.jones@solis-rangel.com,791-998-5713x346,"Rodriguez, Andrews and Torres Group",7919985713346,True
Jeremy Young,jeremy.young@cox.com,001.537.988.3386x00895,Clark-Jones,001537988338600895,True
Brandon Robinson,brandon.robinson@jacobson.com,+1-799-830-8047x1416,Bowers-Rodriguez Solutions,+179983080471416,True
Derrick Blair,derrick.blair@oconnell-vaughn.biz,+1-319-900-3359x0787,Kim Group,+131990033590787,True
Donna Fernandez,donna .fernandez @bryant .biz,+1-851-809-6101,Guzman Group,+18518096101,False
Kristen Holmes,kristen.holmes@west.com,500 735 1444,Brown-Bond,5007351444,True
Kaylee Brown,kaylee.brown@brown-smith.net,001-581-302-9769x47634,Johnson Inc Inc,001581302976947634,True
Elizabeth Adams,elizabeth.adams@gutierrez-harding.com,001 418 878 4964x22363,Marsh LLC Solutions,001418878496422363,True
Alexander Mendoza,alexander.mendoza@diaz.com,959 664 8676x33913,Ward-Dudley Inc,959664867633913,True
Michael Morris,michael.morris@heath.com,859-542-6740,"Anderson, Miller and Perez Technologies",8595426740,True
Joshua Hampton,joshua.hampton@murphy.com,+1-755-219-3876x423,Smith PLC,+17552193876423,True
Robert Taylor,robert.taylor@malone-ball.info,394 881 6584,"Johnson, Smith and Wallace",3948816584,True
Hannah Maxwell,hannah.maxwell@george.com,+1.509.230.2513,Thompson Group Inc,+15092302513,True
Nancy Castro,nancy.castro@owens.org,001 556 897 7426x9245,Brown LLC Services,00155689774269245,True
Randy Horn,randy.horn@jefferson.biz,+1 699 747 9742,"Lindsey, Hayes and Walters",+16997479742,True
Barry Jenkins,barry.jenkins@adkins-greene.com,735-579-0211x9124,"Ali, Davis and May",73557902119124,True
Jack Allen,jack.allen@wright-phillips.net,361.259.0982,Franklin-Galvan Solutions,3612590982,True
Heather Castillo,heather.castillo@williams-savage.org,(370)972-9376x3936,Ward PLC Services,37097293763936,True
Virginia Glass,virginia.glass@thomas.biz,863.303.9903x132,Morgan-Smith Systems,8633039903132,True
Paula Jones,paula.jones@rogers.biz,664.450.1756x524,"Perkins, Frank and Smith",6644501756524,True
Kimberly Brown,kimberly.brown@wallace.com,001 323 716 8218,Davidson-Smith LLC,0013237168218,True
Pamela Martinez,pamela.martinez@owens.com,471957 0408x894,"Terry, Wells and Hooper",4719570408894,True
Tracey Hinton,tracey.hinton@marsh.com,390 735 8689x1408,Martinez Inc,39073586891408,True
Nicholas Martinez,nicholas.martinez@brown-ballard.biz,973.963.8250x17423,"Marshall, Armstrong and Hamilton Technologies",973963825017423,True
Melissa George,melissa.george@cochran.com,428-485-7097,Harris and Sons Technologies,4284857097,True
Joseph Benjamin,joseph.benjamin@hughes-sutton.org,+1.374.405.2852x75956,Simmons PLC,+1374405285275956,True
Kenneth Hunt,kenneth.hunt@robinson.com,(311)274-8442,Garcia Ltd,3112748442,True
Heather Davis,heather..davis@ellis.com,001 767 991 6300,"Oneill, Whitehead and Simmons LLC",0017679916300,True
Jacqueline Day,jacqueline.day@miller.info,297.890.5521x18727,Adkins-Haney,297890552118727,True
Carla Lopez,carla.lopez@raymond.biz,(464)265-7869x59348,Rose-Webb,464265786959348,True
Dawn Patel,dawn.patel@brown.info,(628)930-3056x36105,"Collins, Hancock and Lawson",628930305636105,True
Sandra Collins,sandra.collins@brown.info,253-434-1539x331,Miller-Johnson Services,2534341539331,True
Monica Barton,monica.barton@french.biz,+1 595 291 6353x1744,"Reed, Lopez and Houston",+159529163531744,True
Shirley Hawkins,shirley.hawkins@turner.com,+1-699-675-9604,"Porter, Chapman and Thomas",+16996759604,True
Anna Young,anna@invalid-domain,001 654 337 3577,Martin-Ramirez Ltd,0016543373577,False
Ernest Butler,ernest.butler@cain-davis.com,001-274-510-7294x399,Bailey Ltd,0012745107294399,True
Michele Kelly,michele.kelly@hernandez.net,001.984.284.0301x7832,"Carroll, Williams and Smith",00198428403017832,True
Christopher Hardy,christopher.hardy@harvey-herrera.com,752 879 5090x281,Lee-West,7528795090281,True
Kari Cox,kari@invalid-domain,368-631-1515x46656,"Martinez, Spencer and Sosa Inc",368631151546656,False
Stephanie Harris,stephanie.harris@larson-carroll.com,833.899.7531,"Lewis, Dickerson and Smith",8338997531,True
Susan Fowler,susan.fowler@wheeler.org,308.457.7895x7768,Ortega Group Systems,30845778957768,True
Alyssa Reed,alyssa.reed@evans-warner.com,(633)527.8016x584,Wolfe PLC,6335278016584,True
Kyle Jackson,kyle.jackson@paul.com,910880 8045x1394,Collins and Sons Technologies,91088080451394,True
John Ross,john.ross@young.com,895.282.0390,Bass PLC Systems,8952820390,True
Adrian Gonzales,adrian.gonzales@freeman.com,319-646-2939,"Carter, Castro and Blackwell",3196462939,True
Eric Woods,eric.woods@miller-gordon.biz,937-267-4466,Martinez and Sons Solutions,9372674466,True
April Lee,april.lee@clark-keith.info,854.977.9781x381,"Chavez, Schneider and Dunn",8549779781381,True
Michael Sanchez,michael.sanchez@george.biz,3088978500,"Allen, Choi and Allen",3088978500,True
Angel Gonzalez,angel.gonzalez@chavez.com,3768100426,Carter Group Group,3768100426,True
Vanessa Smith,vanessa.smith@campbell-jones.com,974.358.7568,"King, Patterson and Torres",9743587568,True
Jimmy Johnson,jimmy.johnson@frank.com,+1-669-495-0471x340,Navarro LLC Ltd,+16694950471340,True
Patrick Zavala,patrick.zavala@fernandez-carter.com,+1-257-857-5034x55129,Haney-Johnson Inc,+1257857503455129,True
Timothy Martinez,timothy.martinez@snyder.info,556.483.7527x4080,Morris Inc,55648375274080,True
Jesse Knight,jesse.knight@williams.biz,(895)223-5408x38823,"Williams, Johnson and Rich",895223540838823,True
Billy Rojas,billy.rojas@mendez-morton.biz,586-865-2409,Ward LLC,5868652409,True
Cody Weiss,cody..weiss@cooper.biz,468.505.8106x220,Roberts-Mccoy Inc,4685058106220,True
Micheal Moore,micheal.moore@hogan.info,001-538-784-4580,"Taylor, Smith and Simon",0015387844580,True
Theresa Gallegos,theresa.gallegos@chavez-franklin.com,557 529 2715x20258,Davis Inc,557529271520258,True
Michelle Snyder,michelle.snyder@briggs-white.com,272.361.0299x0565,Brown and Sons,27236102990565,True
Edward Kim,edward.kim@garcia.org,001 816 343 1880x901,Davis-Kelley,0018163431880901,True
Daniel Johnson,daniel..johnson@french.com,493.909.5822,"Williams, Smith and Brown",4939095822,True
Alexis Lowe,alexis.lowe@morales.com,922.236.2519,Mills-Nguyen,9222362519,True
Sierra Bryan,sierra.bryan@white.com,724.464.7024x7962,Johnson Ltd,72446470247962,True
Patricia Willis,patricia.willis@ballard.net,(483)830-8968,Stevens Inc Services,4838308968,True
Sandra Martinez,sandra.martinez@martinez.info,402.757.8328,"Mcknight, Knox and Price LLC",4027578328,True
Joel Bell,joel.bell@silva.com,726.327.3002,"Anderson, Ward and Brown Systems",7263273002,True
Herbert Leonard,herbert.leonard@jennings.biz,263.894.2093x764,Macdonald-Cunningham,2638942093764,True
Amanda Williams,amanda.williams@carroll.com,992-437-2324x41945,"Love, Gutierrez and Harrison Solutions",992437232441945,True
Michael Davis,michael.davis@rodriguez.net,624.983.8414x2475,"Chavez, Long and West",62498384142475,True
Eric Mcdonald,eric.mcdonald@russell.com,284.255.7027x30138,Cook-Harrison Services,284255702730138,True
Stacy Nguyen,stacy.nguyen@burns-burns.com,728.319.8505x491,Coffey LLC Systems,7283198505491,True
Joshua Martinez,joshua.martinez@harris.biz,(200)430-4661x762,"Lee, Wood and King",2004304661762,True
Tracy Shields,tracy.shields@bartlett.com,235421 3761,"Robinson, Brown and Briggs",2354213761,True
Martha Peterson,martha.peterson@wolf.com,525-305-0364,Carpenter-Summers Services,5253050364,True
James Brown,james.brown@crawford.com,001 651 377 5595x381,Olsen-White,0016513775595381,True
Ashley Johnson,ashley.johnson@clark-spence.net,+1-582-303-8958x13579,Cannon-Park Group,+1582303895813579,True
Lauren Woodard,lauren.woodard@leonard.info,(374)572-6692x696,"Moon, Cox and Price Ltd",3745726692696,True
Joseph Hughes,joseph.hughes@quinn-adams.net,623-392-7800,"Ryan, Ryan and Jordan Ltd",6233927800,True
Allison Moore,allison.moore@sanchez.com,701.712.1248x984,"Figueroa, Conley and Brown Systems",7017121248984,True
Elizabeth Smith,elizabeth.smith@peterson.org,+1 552 901 0624,Rowe-Wilkinson Systems,+15529010624,True
Laurie Davis,laurie.davis@wood-lopez.net,+1-396-842-2182x841,"Rodriguez, Green and Hunter",+13968422182841,True
Wanda Wilkinson,wanda.wilkinson@clark.com,001.769.563.4994,Barnett Ltd Ltd,0017695634994,True
Dana Baker,dana.baker@hansen.org,(685)613-0638x82223,Poole-Owens Ltd,685613063882223,True
Paige Boyd,paige.boyd@fisher.info,2074398268,Myers PLC,2074398268,True
Jacqueline Roach,jacqueline.roach@barnes-cochran.com,342-693-2491x7050,Chapman-Blankenship Technologies,34269324917050,True
Angela Mccall,angela.mccall@fuller.info,+1-239-581-2433x676,Garrett LLC,+12395812433676,True
Larry Wilson,larry.wilson@kirby-gonzalez.com,499.657.9327,Haney-Brown Ltd,4996579327,True
David Young,david.young@crawford-lin.info,(596)551.6053x27597,"Miller, Murray and Conway",596551605327597,True
Darrell Yoder,darrell.yoder@thompson.com,869.890.2027x71882,Terrell Group,869890202771882,True
Robert Chen,robert.chen@harper.info,001-786-253-4481,Weaver Inc Corp,0017862534481,True
Patrick Valencia,patrick.valencia@weiss.com,001-506-787-3877x4429,Winters-Wheeler,00150678738774429,True
Kristin Collins,kristin.collins@kennedy.com,(520)850.9052x47898,"Schmidt, Valentine and Smith Ltd",520850905247898,True
James Joseph,james.joseph@price-martin.com,+1 849 699 9597x4517,Cochran PLC Corp,+184969995974517,True
Willie Sherman,willie.sherman@wright-hunt.com,351.319.8786,Gross PLC,3513198786,True
Kimberly Hernandez,kimberly.hernandez@perry.com,740.966.7869x57294,"Hudson, Weaver and Lewis Inc",740966786957294,True
Dale Bond,dale.bond@greene-burns.com,227-458-7995,"Padilla, Wong and White Group",2274587995,True
Sarah Ramos,sarah.ramos@juarez-lewis.com,+1-860-369-4805x5195,Howard and Sons,+186036948055195,True
Dawn Vargas,dawn.vargas@ortiz.com,568.799.3352x7851,Harris Group Corp,56879933527851,True
Antonio Dixon,antonio.dixon@lawrence.com,988.286.9444,Walters-Patterson,9882869444,True
Nicholas Anderson,nicholas.anderson@maxwell.com,001 824 432 8923x112,"Steele, Evans and Sheppard",0018244328923112,True
Christopher Prince,christopher.prince@jacobs.info,+1-304-908-5052x220,Rogers Group,+13049085052220,True
Diana Salinas,diana.salinas@burton.com,671928 3217,Baker Inc Solutions,6719283217,True
Frank Smith,frank.smith@lewis.com,388212 5979,"Lewis, Johnson and Aguirre Systems",3882125979,True
Jenna Gillespie,jenna.gillespie@christensen-carr.biz,001.443.421.9127,"Martin, English and Griffith Systems",0014434219127,True
Ebony Garcia,ebony.garcia@wilson-davis.com,742-352-1253,Carlson-Washington,7423521253,True
Anthony Bennett,anthony.bennett@henderson-cruz.biz,(785)375-8150,Meadows and Sons,7853758150,True
Meghan Spence,meghan..spence@fisher.com,001 325 607 8584x7760,Phillips PLC,00132560785847760,True
Debbie Parker,debbie.parker@roberson.org,245.488.5136,Hood-Villegas,2454885136,True
Christine Williamson,christine.williamson@wagner.biz,2435839956,Murphy Ltd,2435839956,True
Christopher Jones,christopher.jones@hancock-mcdonald.com,688-887-1165x101,"Kirby, Miller and Arnold",6888871165101,True
Todd Guzman,todd.guzman@dawson.info,576791 9253,Lyons Inc,5767919253,True
Ann Ryan,ann.ryan@mcknight-nguyen.com,001-994-723-1632,Davis PLC,0019947231632,True
Natalie Wilson,natalie.wilson@walters-williams.com,933.364.7230,Pierce and Sons Services,9333647230,True
Andrew Vasquez,andrew.vasquez@conner-marquez.com,728.297.4745,Duncan Group Services,7282974745,True
Tracy Campbell,tracy.campbell@ford.org,7467666202,Munoz-Hill Solutions,7467666202,True
David Hoffman,david .hoffman @clark .org,3329117991,Harris Ltd Group,3329117991,False
Bonnie Henry,bonnie.henry@heath-dunn.com,+1-453-463-8731,Daniel Group,+14534638731,True
Toni Pierce,toni.pierce@scott.com,(775)566-4240x08123,Owen PLC,775566424008123,True
Martha Barnes,martha..barnes@jimenez.com,223-294-0530,Jackson-Flores Group,2232940530,True
Cameron Murphy,cameron@invalid-domain,937.969.2163,"Berry, Perry and Watson",9379692163,False
Allison Walsh,allison.walsh@petersen-lopez.com,001-537-511-0189x58151,House-Gordon Technologies,001537511018958151,True
David Stone,david.stone@rios.com,492.216.8966x564,Butler-Guerra,4922168966564,True
Rachel Ballard,rachel.ballard@ortiz-harper.com,(822)596-7067,Shaw Group Ltd,8225967067,True
Joseph Alvarez,joseph.alvarez@macias.info,(358)511-3764,Thomas-Perez Solutions,3585113764,True
Juan Cain,juan.cain@bennett.com,(867)636-2610x551,Erickson-Garcia,8676362610551,True
Howard Paul,howard.paul@miller-smith.com,802 727 6398x3262,"Rodriguez, Lee and Rodgers",80272763983262,True
Shawn Baker,shawn.baker@wilson-bryant.com,+1-455-520-9249x4211,Taylor-Vincent Inc,+145552092494211,True
Cindy Rogers,cindy.rogers@fritz-jones.com,6149189450,Walker LLC,6149189450,True
Gloria Shelton,gloria.shelton@welch.org,001.397.321.1909x2100,Thomas-Shea Corp,00139732119092100,True
Gary Howell,gary.howell@brown-armstrong.net,+1.422.401.2347x590,"Jones, Nelson and Holt",+14224012347590,True
Jeffrey Campbell,jeffrey.campbell@wright.org,+1-587-948-4772x4809,Lowe-Franco Technologies,+158794847724809,True
Sarah Myers,sarah.myers@patterson.net,901 812 9227x1157,Dennis-Gordon,90181292271157,True
Kristen Waller,kristen.waller@wright-ramos.com,686.989.1168x796,"Parker, Cook and Brown Inc",6869891168796,True
Brandy Lam,brandy.lam@lambert.net,+1 781 400 8468x425,Ferrell-Jones Systems,+17814008468425,True
Sarah Mcneil,sarah.mcneil@martinez.org,+1 635 808 6209,Swanson Group,+16358086209,True
Paul Castro,paul.castro@garcia.com,001-266-323-6403,"York, Tate and Whitaker LLC",0012663236403,True
Ryan Watts,ryan.watts@choi.com,001-401-612-4286x097,Bradley and Sons LLC,0014016124286097,True
Sabrina Dixon,sabrina@invalid-domain,917.237.7829x66843,Taylor-Reid,917237782966843,False
George Rodriguez,george.rodriguez@hodges-robles.net,(772)722-4150x709,Dalton and Sons,7727224150709,True
Bridget Barrett,bridget.barrett@carroll.com,655.892.5949,"Miller, Robbins and Miranda Technologies",6558925949,True
Mark Black,mark.black@miller.com,(301)670.0967,Ali Inc Systems,3016700967,True
Karen Bowers,karen.bowers@smith.info,368-404-7070,Smith-Miller Corp,3684047070,True
Jonathan Brown,jonathan.brown@tate-baker.com,996-743-1612x60966,"Wilkerson, Gardner and Allen Systems",996743161260966,True
Erica Pacheco,erica.pacheco@cox.biz,631982 0131x82112,"Richardson, Mckee and Marquez",631982013182112,True
Amanda Crane,amanda.crane@bates.com,+1-348-616-4728x95827,Edwards Ltd,+1348616472895827,True
Leah Weiss,leah.weiss@jones.com,001 444 334 4635x533,Thomas PLC Systems,0014443344635533,True
Kevin Harper,kevin.harper@ward.org,+1 984 954 1711,Bird LLC,+19849541711,True
David Butler,david.butler@stone-smith.com,001 217 658 9138x32190,"Allen, Schmidt and Calderon",001217658913832190,True
Ashley Chavez,ashley.chavez@gordon.org,786.225.4667x5884,Williamson-Ellis,78622546675884,True
Cynthia White,cynthia.white@wallace-sellers.biz,700.393.4875,"Horn, Taylor and Mcguire",7003934875,True
Anna Williams,anna.williams@long.biz,4646780404,Beltran and Sons Services,4646780404,True
Adam Merritt,adam.merritt@lee-rodriguez.com,773-516-0500x2962,Barnett and Sons,77351605002962,True
Frank Jones,frank.jones@tran.biz,(985)692-6141x705,Green Ltd,9856926141705,True
Mark Davis,mark.davis@barnett-reyes.org,001-890-210-9474x0231,"Burke, Stewart and Johnson",00189021094740231,True
Marilyn Schultz,marilyn.schultz@williams-flynn.com,001 672 857 3204x61654,"Evans, Brown and Estes",001672857320461654,True
Shawn Lee,shawn.lee@walker.com,225-680-5739x8543,"Miller, Campbell and Garcia",22568057398543,True
Christine Potter,christine.potter@roberts.com,828.862.4812x43361,"Rivera, Fox and Kelly Corp",828862481243361,True
Angela Alvarez,angela.alvarez@adams-harris.net,535 633 4400,Campbell-Allen Inc,5356334400,True
Pamela Sullivan,pamela.sullivan@mills.com,001.704.971.7952x21688,"Sullivan, Hooper and Potter",001704971795221688,True
Cole Gentry,cole.gentry@powers.com,806.375.6079,"Bolton, Miranda and Johnson Technologies",8063756079,True
John Cooper,john.cooper@williams.info,001-355-424-4606x15277,Ellis-Murray Inc,001355424460615277,True
Lori Ramos,lori.ramos@miller.com,(865)810.2281x78934,"Garcia, Robinson and Rodgers",865810228178934,True
David Gonzalez,david.gonzalez@pierce.com,971958 2970x10108,"Jones, Dickson and Holden",971958297010108,True
Angelica Mcgee,angelica.mcgee@douglas.com,+1-399-268-9105x6353,Phillips-Walker,+139926891056353,True
Patrick Johnson,patrick.johnson@johnson.com,583.437.3385,"Goodwin, Gray and Davies",5834373385,True
Calvin Cross,calvin.cross@howard.org,559.419.3691x6198,Taylor-Myers,55941936916198,True
John Moore,john.moore@ortiz.info,001-326-272-4723x33293,Phillips-White,001326272472333293,True
Christopher Clark,christopher.clark@mack.info,9794852946,"Ortiz, Alvarado and Simpson",9794852946,True
Courtney Butler,courtney.butler@galvan.com,437893 2565,Rogers Inc,4378932565,True
Jake Evans,jake.evans@burton.com,445.835.3054x466,"Brown, Turner and Davis",4458353054466,True
Leah Jackson,leah.jackson@gibson.com,001-967-450-2620,"Watson, Fernandez and Mclaughlin Group",0019674502620,True
Marcia Henson,marcia.henson@booth.com,(330)792-7408x11261,Wade-Bartlett Ltd,330792740811261,True
Rhonda Johnson,rhonda.johnson@zavala-johnson.com,6248031353,Clarke-Castro,6248031353,True
Tyler James,tyler.james@rivera.net,001-325-793-7297x607,Roth-Brown Services,0013257937297607,True
Jeffrey Duncan,jeffrey.duncan@collins.info,+1 476 507 9311x768,Fleming Ltd,+14765079311768,True
Brittany Trujillo,brittany.trujillo@davis.com,9478030048,Gilmore PLC LLC,9478030048,True
Natalie Clark,natalie.clark@villanueva.com,+1-568-913-7380x4350,"Lopez, Sanchez and Thompson",+156891373804350,True
James Carpenter,james.carpenter@lane.com,001-257-504-0059,Schaefer PLC,0012575040059,True
Amanda Mora,amanda.mora@meyers.com,001.848.533.5777,"Melendez, Jones and Summers",0018485335777,True
Megan Acevedo,megan.acevedo@larson.net,(951)252.1765x5400,Berry-Gonzalez Ltd,95125217655400,True
Brandon Smith,brandon.smith@solomon.org,(577)457-0513,Klein-Mullins,5774570513,True
Linda Williams,linda.williams@jefferson.com,(394)713-3821,"Stephenson, Day and Rodriguez",3947133821,True
Beth Salazar,beth.salazar@sanchez-flores.com,(597)622-0849x69757,Gonzalez-Alexander Solutions,597622084969757,True
Shawn Rogers,shawn.rogers@preston-johnson.com,4188804260,"Sanchez, Huang and Davis Systems",4188804260,True
Luis Crawford,luis.crawford@rodriguez.com,001.367.706.7749,"Clark, Williams and Novak",0013677067749,True
Krystal Bauer,krystal.bauer@martin.com,502708 0824x91520,Bates-Campbell,502708082491520,True
Steven Ruiz,steven.ruiz@mercado.net,783.957.6907x720,"Newman, Mejia and Kemp",7839576907720,True
Jonathan Jones,jonathan.jones@rodriguez.com,296-434-5796x25212,Baker-Ellis,296434579625212,True
Steven Wiggins,steven.wiggins@lee-williams.net,973.389.3283,Shaw-Williams,9733893283,True
Linda Michael,linda.michael@adkins.com,+1-288-606-6703x939,"Finley, Rodriguez and Gutierrez Technologies",+12886066703939,True
Colleen Myers,colleen.myers@newton.com,+1 337 376 3182x267,Arnold Inc,+13373763182267,True
Andre Taylor,andre.taylor@price.biz,4575895632,"Shaw, Avila and Stewart",4575895632,True
Michael Bender,michael.bender@potter-li.com,899355 1819x12260,"Cunningham, Black and Parks LLC",899355181912260,True
Christopher Schultz,christopher.schultz@taylor-dillon.com,640-340-7726,Martinez LLC,6403407726,True
Robert Baker,robert.baker@ochoa.com,(549)968-7179x2067,Smith-Alvarez Solutions,54996871792067,True
Christine Cole,christine.cole@mccormick.com,661.887.7978x86581,Harvey-Rhodes,661887797886581,True
Cody Rose,cody.rose@collier.com,(833)873.4961,"Ramirez, Rogers and Lewis",8338734961,True
